Text ID,Text,Spend,Impressions,Clicks,Video Starts,Reach,Video Full Completion,Engagements,Results,Platform,Platform Count,Ad,Ad Count,Ad Group,Ad Group Count,Campaign,Campaign Count,Result Type,Result Type Count,Objective,Objective Count
149,Raleigh Dewan ’23 took two things he was passionate about and put them together: Fighting human trafficking and brewing tea. Read his story and others like his to learn more about how resources at SMU help propel businesses forward.,344.8,108229,28070,94591.0,0.0,53882.0,28091,27978.0,Twitter,1,Raleigh Ad,1,"Dallas Geographic Area, Entrepreneurship, Higher Ed",3,Innovation Editorial | June 2022,1,Link clicks,1,Website traffic,1
150,"Recreating the mineral make-up of Titan will reveal insights for researchers working on an upcoming mission to Titan, slated for 2027.",37.85,14894,201,0.0,0.0,0.0,203,67.0,Twitter,1,Titan in a Glass,1,Titan | Research Stories | Higher Ed | September 2021,1,Research Stories | Higher Ed Influencers | September 2021,1,Link clicks,1,Website traffic,1
151,"Renowned SMU human speed expert, Peter Weyand weighed in on the rulings for use of prostheses in the Tokyo Olympics.",2890.4,251521,4437,0.0,9141.0,0.0,3769,2585.0,"Twitter, facebook, unknown",3,"Paralympic Analysis | Higher Ed Stories | May 2021, SMU Paralympic Research | May 2021",2,"Paralympic Analysis | Higher Ed Stories | May 2021, Paralympic | May 2021 ",2,"May Higher Ed Stories | May 2021, Paralympic Analysis | Higher Ed Stories | May 2021",2,"Link clicks, Missing Value",2,"Missing Value, Website traffic",2
152,Renowned mathematics researcher Leanne Ketterlin Geller has been awarded the largest single-year research award in SMU history. Nearly $8 million research award allows her team to adapt program originally developed for fourth-graders to be used all the way through eighth grade.,1.97,221,1,0.0,0.0,0.0,1,1.0,Twitter,1,Ad 12,1,Higher Ed Influencers_Wave 2,1,Higher Ed Blitz_Wave 2,1,Link clicks,1,Website traffic,1
153,Research team in Dallas has found a way to make chemotherapy drugs more lethal to cancer cells without collateral damage to normal cells.,439.44,40410,1035,0.0,0.0,0.0,1125,345.0,Twitter,1,TIGAR Protein September,1,Cancer Treatment | Research Stories | Higher Ed | September 2021,1,Research Stories | Higher Ed Influencers | September 2021,1,Link clicks,1,Website traffic,1
154,Research with impact in Dallas,231.42000000000002,7782,28,0.0,0.0,0.0,74,0.0,LinkedIn,1,Higher Ed Influencers_SRT_Wave 2_Ad 13,1,Higher Ed Influencers_SRT_Wave 2,1,Higher Ed Blitz_Wave 2,1,Missing Value,1,Website visits,1
155,SMU Alum Connects Tech with Beauty,945.6800000000001,81743,247,64465.0,0.0,12122.0,269,0.0,LinkedIn,1,"Dallas Geographic Area (video)_Courtney Ad, Entrepreneurship (video)_Courtney Ad, Higher Ed Audience (video)_Courtney Ad",3,"Dallas Geographic Area (video), Entrepreneurship (video), Higher Ed Audience (video)",3,Innovation Editorial | June 2022,1,Missing Value,1,Website visits,1
156,SMU Collaborates on High-Res Cameras That See Around Hidden Objects,76.52,1885,9,0.0,0.0,0.0,20,0.0,LinkedIn,1,Higher Ed Influencers_Wave 2_Ad 7,1,Higher Ed Influencers_Wave 2,1,Higher Ed Blitz_Wave 2,1,Missing Value,1,Website visits,1
157,SMU Distinguished Alumni Awards,750.0,93764,446,0.0,0.0,0.0,446,0.0,LinkedIn,1,"Alumni - Awareness_Alumni - - Awareness , Ticket Sales - Traffic_Ticket Sales - DFW Area",2,"Alumni - Awareness, Ticket Sales - Traffic",2,Distinguished Alumni Awards,1,Missing Value,1,"Brand awareness, Website visits",2
158,SMU Giving Day is here! Join Mustangs from around the world and shape the future.,29.52,2529,19,2240.0,0.0,33.0,23,5.0,Twitter,1,Ad 1 - SMU Giving Day Wave 3,1,SMU Page Followers,1,SMU Giving Day Wave 3,1,Link clicks,1,Website traffic,1
159,"SMU Ignited will enable us to bring top-ranked students to our campus. With your support, we can help Mustangs thrive by offering more need-and merit-based scholarships, a wide range of internships, stipends, and international study support to provide real-world experiences.",586.0,116167,376,78436.0,0.0,3366.0,441,116167.0,Twitter,1,Empower Quote,1,"Dallas Geographic Area, Higher Ed Influencers, SMU Page Followers",3,SMU Ignite Kickoff and Pillar Promo,1,Impressions,1,Reach,1
160,"SMU Ignited will enhance the quality of life and the global impact of Dallas by partnering with corporations, civic entities, and nonprofits, such as through the model Pre-K-8 STEM school in West Dallas.",601.52,72201,390,55021.0,0.0,3382.0,466,72201.0,Twitter,1,Enhance Quote,1,"Dallas Geographic Area, SMU Page Followers",2,SMU Ignite Kickoff and Pillar Promo,1,Impressions,1,Reach,1
161,"SMU Ignited: Boldly Shaping Tomorrow is a fundraising campaign to help empower outstanding students, enrich teaching and research, and enhance the campus and community.",39.370000000000005,7189,26,0.0,0.0,0.0,26,7189.0,Twitter,1,Texas Today Interview,1,"Dallas Geographic Area, Higher Ed Influencers, SMU Page Followers",3,SMU Ignite Kickoff and Pillar Promo,1,Impressions,1,Reach,1
162,SMU Is Gamifying the Detection of Macular Degeneration,52.83,1241,2,0.0,0.0,0.0,9,0.0,LinkedIn,1,Higher Ed Influencers_Wave 2_Ad 8,1,Higher Ed Influencers_Wave 2,1,Higher Ed Blitz_Wave 2,1,Missing Value,1,Website visits,1
163,SMU Student Researcher Earns Prestigious Goldwater Scholarship,5.2700000000000005,90,0,0.0,0.0,0.0,2,0.0,LinkedIn,1,Higher Ed Influencers_Wave 2_Ad 1,1,Higher Ed Influencers_Wave 2,1,Higher Ed Blitz_Wave 2,1,Missing Value,1,Website visits,1
164,SMU astrophysicist discovered a particularly bright gamma-ray burst using a NASA telescope. It’s the first time a gamma-ray burst has been found this way.,261.53999999999996,33179,971,0.0,30336.0,0.0,477,971.0,"facebook, instagram, unknown",3,Gamma Ray | Higher Ed Stories | May 2021,1,Gamma Ray | Higher Ed Stories | May 2021,1,Gamma Ray | Higher Ed Stories | May 2021,1,"Link clicks, Missing Value",2,Missing Value,1
165,SMU celebrated the Southern California launch of SMU Ignited: Boldly Shaping Tomorrow. The event at SoFi Stadium was attended by more than 200 Mustangs from across the region. Learn more about the event and this exciting initiative.,699.98,79080,1298,33244.0,65135.0,1792.0,229,1298.0,"audience_network, facebook, unknown",3,SoCal Event Recap Ad;...and 1 more ad,1,SoCal Event Recap Ad;...and 1 more ad,1,SoCal Event Recap Ad;...and 1 more ad,1,"Link clicks, Missing Value",2,Missing Value,1
166,"SMU is collaborating with @NVIDIA, investing $11.5 million to dramatically boost the University’s high-performance computing system. It’s a game-changer for artificial intelligence research, with real benefits for North Texas’ growth as a technology hub. https://t.co/1YtYzVDoWf https://t.co/8OY7ABSgJj",261.61,39196,79,0.0,0.0,0.0,177,39196.0,Twitter,1,Untitled ad,1,Higher Ed Influencers,1,Higher Ed Stories | November 2021,1,Impressions,1,Reach,1
167,"SMU is collaborating with @[8409118252:274:NVIDIA], investing $11.5 million to dramatically boost the University’s high-performance computing system. It’s a game-changer for artificial intelligence research, with real benefits for North Texas’ growth as a technology hub.",758.0799999999999,244917,274,0.0,191800.0,0.0,66,0.0,"facebook, instagram, unknown",3,NVIDIA Announcement | Dallas Geographic Area | November Content; NVIDIA Announcement | Higher Ed Influencers | November Content;...and 4 more ads,1,NVIDIA Announcement | Dallas Geographic Area | November Content; NVIDIA Announcement | Higher Ed Influencers | November Content;...and 4 more ads,1,NVIDIA Announcement | Dallas Geographic Area | November Content; NVIDIA Announcement | Higher Ed Influencers | November Content;...and 4 more ads,1,Missing Value,1,Missing Value,1
168,"SMU is collaborating with NVIDIA investing $11.5 million to dramatically boost the University’s high-performance computing system. It’s a game-changer for artificial intelligence research, with real benefits for North Texas’ growth as a technology hub.",6.28,184,3,0.0,0.0,0.0,3,2.0,Twitter,1,Ad 5,1,Higher Ed Influencers_Wave 2,1,Higher Ed Blitz_Wave 2,1,Link clicks,1,Website traffic,1
169,SMU is committed to opening financial pathways for student success on the Hilltop.,908.9300000000001,158274,1277,0.0,0.0,0.0,1281,339.0,Twitter,1,Ad 8,1,Higher Ed Influencers,1,Access SMU Wave 1 ,1,Link clicks,1,Website traffic,1
170,"SMU is propelling north Texas into the AI era with an @[8409118252:274:NVIDIA] DGX SuperPOD. The accelerated supercomputer is expected to power projects in machine learning for our sprawling metro community with more than 12,000 students and 2,400 faculty and staff.",495.73,132530,122,0.0,103385.0,0.0,27,0.0,"facebook, instagram, unknown",3,NVIDIA Blog | Dallas Geographic Area | November Content; NVIDIA Blog | Major & Principal Gift Prospects | November Content;...and 1 more ad,1,NVIDIA Blog | Dallas Geographic Area | November Content; NVIDIA Blog | Major & Principal Gift Prospects | November Content;...and 1 more ad,1,NVIDIA Blog | Dallas Geographic Area | November Content; NVIDIA Blog | Major & Principal Gift Prospects | November Content;...and 1 more ad,1,Missing Value,1,Missing Value,1
171,SMU launches powerful new supercomputing research system with NVIDIA,54.07,1251,3,0.0,0.0,0.0,18,0.0,LinkedIn,1,Higher Ed Influencers_Wave 2_Ad 5,1,Higher Ed Influencers_Wave 2,1,Higher Ed Blitz_Wave 2,1,Missing Value,1,Website visits,1
172,"SMU researcher Chris Roos and photojournalist Stuart Palley '11 met at an SMU community event in Southern California in 2019, bonding through a shared passion to adopt coexistence strategies as wildfires get worse.",452.42,72487,220,0.0,0.0,0.0,222,72487.0,Twitter,1,Fires of Change,1,Fires of Change Ad,1,SoCal Awareness Campaign 1,1,Impressions,1,Reach,1
173,SMU researchers have developed a set of computer-driven routines that can mimic chemical reactions in a lab. These cut the time and labor-related expense frequently required to find the best possible drug for a desired outcome.,196.83999999999997,22330,462,0.0,18856.0,0.0,43,462.0,"facebook, instagram, unknown",3,ChemGen | Higher Ed Stories | May 2021,1,ChemGen | Higher Ed Stories | May 2021,1,ChemGen | Higher Ed Stories | May 2021,1,"Link clicks, Missing Value",2,Missing Value,1
174,SMU researchers were awarded nearly $1 million over the past four years to study landslides on the West Coast using satellite radar imagery.,547.58,88592,182,59889.0,0.0,1819.0,232,88592.0,Twitter,1,SoCal - Detecting the Unseen,1,Detecting the Unseen,1,SoCal Awareness Campaign 1,1,Impressions,1,Reach,1
175,SMU's Supercomputer Detects the Unseen,1000.0,172887,76,154764.0,0.0,111152.0,76,0.0,LinkedIn,1,"Brand awareness - Jun 1, 2022_SoCal - Mudslide ad",1,"Brand awareness - Jun 1, 2022",1,SMU in Southern California,1,Missing Value,1,Brand awareness,1
176,SMU’s new home for business education,1448.1799999999998,36422,290,0.0,0.0,0.0,720,0.0,LinkedIn,1,"Dallas geographic area_Ad 2, Higher Ed Influencers_Ad 2, SMU alumni_Ad 2",3,"Dallas geographic area, Higher Ed Influencers, SMU alumni",3,Cox Groundbreaking | May 2022,1,Missing Value,1,Website visits,1
177,SMU’s newest “baby supercomputer” will help students discover ways to make machines and apps smarter and more accurate.,886.22,491369,160,339917.0,482148.0,9256.0,31,482148.0,"audience_network, facebook, unknown",3,"Baby Supercomputer, Baby Supercomputer;...and 1 more ad",2,"Baby Supercomputer, Baby Supercomputer;...and 1 more ad",2,"Baby Supercomputer, Baby Supercomputer;...and 1 more ad",2,"Missing Value, Reach",2,Missing Value,1
178,"SMU’s newest “baby supercomputer” will help students discover ways to make machines, apps, and more even smarter and more accurate.",399.64,115828,198,0.0,0.0,0.0,201,115828.0,Twitter,1,Baby Supercomputer,1,"Higher Education Broad, Tech Audience-Broad",2,Supercomputer Editorial Campaign,1,Impressions,1,Reach,1
179,Scientists now have a better idea as to how the duck-billed dinosaurs known as hadrosaurs took over the planet.,545.85,61748,1516,0.0,22043.0,0.0,829,1167.0,"Twitter, facebook, instagram, unknown",4,"Dino Story | May 2021, Dinosaurs | Higher Ed Stories | May 2021",2,"Caribou of the Cretaceous | May 2021 , Dinosaurs | Higher Ed Stories | May 2021",2,"Dinosaurs | Higher Ed Stories | May 2021, May Higher Ed Stories | May 2021",2,"Link clicks, Missing Value",2,"Missing Value, Website traffic",2
180,Screening protocols to determine who qualifies for “compassionate dialysis” are driving an unintended consequence. The protocols are putting too much strain on the emergency room but understanding the problem can uncover the solution.,1.83,238,3,0.0,24.0,0.0,3,2.0,"Twitter, facebook, instagram",3,Ad 13,1,"Ad 13, Higher Ed Influencers",2,"Ad 13, Higher Ed Blitz_Wave 1",2,"Link clicks, Missing Value",2,"Missing Value, Website traffic",2
181,"Seun Suberu ’23 has earned more than $85,000 in funding through multiple SMU competitions to fund his business start-up - a phone app called CollegePlus.",930.0799999999999,153742,1183,0.0,0.0,0.0,1195,305.0,Twitter,1,Ad 4,1,"Dallas Geographic Area, Higher Ed Influencers",2,CollegePlus Editorial - 2022,1,Link clicks,1,Website traffic,1
182,Shape the future. Give now.,787.77,49052,145,0.0,31632.0,0.0,433,280.0,"Twitter, facebook, instagram, unknown",4,"Ad 2 - SMU Giving Day Wave 3, Ad 2 - SMU Giving Day Wave 3;...and 2 more ads",2,"Ad 2 - SMU Giving Day Wave 3;...and 2 more ads, SMU Page Followers",2,"Ad 2 - SMU Giving Day Wave 3;...and 2 more ads, SMU Giving Day Wave 3",2,"Link clicks, Missing Value, Website leads",3,"Missing Value, Website traffic",2
183,Shaping Champions,1000.0,135536,272,0.0,0.0,0.0,272,0.0,LinkedIn,1,"Higher Ed Influencers - Broad_Armstrong Gift Announcement, SMU Alumni - Broad_Armstrong Gift Announcement",2,"Higher Ed Influencers - Broad, SMU Alumni - Broad",2,Armstrong Gift Announcement | Awareness | Ignited,1,Missing Value,1,Brand awareness,1
184,"Sharing ups and downs, finding hidden strengths – your campus family makes you feel at home.",95.4,43926,640,0.0,0.0,0.0,1752,225.0,Twitter,1,Building Community,1,Building Community,1,Common Connections | January 2021,1,Link clicks,1,Website traffic,1
185,ShearShare is a million-dollar app matching independent beauty industry professionals with empty chairs in existing salons. Learn more how SMU alum Courtney Caldwell ’00 created this ground-breaking idea with the help of her husband and her education from SMU.,647.38,144349,46451,119182.0,0.0,8755.0,46459,46393.0,Twitter,1,Courtney Ad,1,"Dallas Geographic Area, Entrepreneurship, Higher Ed",3,Innovation Editorial | June 2022,1,Link clicks,1,Website traffic,1
186,"Sheffield Hall will also serve as the new hub for our Bachelor of Business Administration program, including BBA admissions, academic advising and student records.",19.46,4085,20,0.0,3736.0,0.0,13,20.0,"facebook, instagram",2,Sheffield Impact | DFW Area | Sheffield Hall | April 2021,1,Sheffield Impact | DFW Area | Sheffield Hall | April 2021,1,Sheffield Impact | DFW Area | Sheffield Hall | April 2021,1,"Link clicks, Missing Value",2,Missing Value,1
187,"Simply put, we believe in the Human Right’s Program’s mantra: ‘There is no such thing as a lesser person.'"" -J.D. Dell, managing director and partner at Big Path Capital",81.17,12210,396,0.0,11927.0,0.0,37,396.0,"facebook, instagram",2,International Fellowship Award,1,International Fellowship Award,1,International Fellowship Award,1,Missing Value,1,Missing Value,1
188,Sometimes the connection you need is the connection you didn't see coming. Two adventurous undergraduates selected random roommates and ended up finding a lifelong friendship.,150.38,34606,189,0.0,32134.0,0.0,9,189.0,"facebook, instagram",2,Luck of the Draw | Texas Prospective Parents | Common Connections | January 2021,1,Luck of the Draw | Texas Prospective Parents | Common Connections | January 2021,1,Luck of the Draw | Texas Prospective Parents | Common Connections | January 2021,1,"Link clicks, Missing Value",2,Missing Value,1
189,"Spears’ investment will encourage business creation, leadership development and economic growth, strengthening areas that are critical to the future of the Dallas business economy.",1498.6100000000001,260159,1204,0.0,0.0,0.0,1209,121952.0,Twitter,1,"Ad 3, Ad 4",2,"Dallas geographic area, Higher Ed Influencers",2,"Spears Gift Announcement - Wave 1, Spears Gift Announcement - Wave 2",2,"Impressions, Link clicks",2,"Reach, Website traffic",2
190,"Spread the word about SMU Giving Day! Share this video from now until April 13. One entry will be randomly selected and notified to choose one fund to receive an extra $1,000.",4210.04,173896,1007,137971.0,105860.0,1967.0,588,203.0,"facebook, instagram",2,"Pre Giving Day Challenge | Older Undergraduate Alumni | SMU Giving Day 2021| April 2021, Pre Giving Day Challenge | Parents | SMU Giving Day 2021| April 2021; Pre Giving Day Challenge | SMU Page Followers | SMU Giving Day 2021| April 2021;...and 1 more ad, Pre Giving Day Challenge | Previous Donors | SMU Giving Day 2021 | April 2021; Pre Giving Day Challenge | Young Undergraduate Alumni | SMU Giving Day 2021| April 2021;...and 2 more ads",3,"Pre Giving Day Challenge | Older Undergraduate Alumni | SMU Giving Day 2021| April 2021, Pre Giving Day Challenge | Parents | SMU Giving Day 2021| April 2021; Pre Giving Day Challenge | SMU Page Followers | SMU Giving Day 2021| April 2021;...and 1 more ad, Pre Giving Day Challenge | Previous Donors | SMU Giving Day 2021 | April 2021; Pre Giving Day Challenge | Young Undergraduate Alumni | SMU Giving Day 2021| April 2021;...and 2 more ads",3,"Pre Giving Day Challenge | Older Undergraduate Alumni | SMU Giving Day 2021| April 2021, Pre Giving Day Challenge | Parents | SMU Giving Day 2021| April 2021; Pre Giving Day Challenge | SMU Page Followers | SMU Giving Day 2021| April 2021;...and 1 more ad, Pre Giving Day Challenge | Previous Donors | SMU Giving Day 2021 | April 2021; Pre Giving Day Challenge | Young Undergraduate Alumni | SMU Giving Day 2021| April 2021;...and 2 more ads",3,"Link clicks, Missing Value",2,Missing Value,1
191,Stoking the Fires of Change,1000.0,177589,166,0.0,0.0,0.0,166,0.0,LinkedIn,1,Brand awareness - Ad 1_Fires of Change,1,Brand awareness - Ad 1,1,SMU in Southern California,1,Missing Value,1,Brand awareness,1
192,"Stories connect us and help us see our journey through the words of others. In her work, Candice Bledsoe has harnessed the power of storytelling to inspire, engage and educate the next generation.",5.48,581,16,0.0,531.0,0.0,5,16.0,"facebook, unknown",2,Candice Bledsoe | Higher Ed Stories | July Higher Ed | July 2021,1,Candice Bledsoe | Higher Ed Stories | July Higher Ed | July 2021,1,Candice Bledsoe | Higher Ed Stories | July Higher Ed | July 2021,1,Missing Value,1,Missing Value,1
193,Stories of survival. Stories of adaptation. 3 Mustangs over two years during one pandemic. These are our stories.,248.17000000000002,33558,174,24769.0,0.0,994.0,219,56.0,Twitter,1,Our Stories 1,1,Our Stories | March Editorial | March 2021,1,March Editorial | March 2021,1,Link clicks,1,Website traffic,1
194,Sweet Tea for a Sweet Purpose,1055.32,87605,307,67462.0,0.0,27881.0,426,0.0,LinkedIn,1,"Dallas Geographic Area (video)_Raleigh Ad, Entrepreneurship (video)_Raleigh Ad, Higher Ed Audience (video)_Raleigh Ad",3,"Dallas Geographic Area (video), Entrepreneurship (video), Higher Ed Audience (video)",3,Innovation Editorial | June 2022,1,Missing Value,1,Website visits,1
195,Taking bold steps to reinvent a kinder internet. Whitney Wolfe Herd leads Bumble on top of a strong foundation developed in her time on The Hilltop.,41.980000000000004,11313,166,0.0,0.0,0.0,168,57.0,Twitter,1,WWH Story 2,1,WWH Quote | Whitney Wolfe Herd | April 2021,1,Whitney Wolfe Herd | April 2021,1,Link clicks,1,Website traffic,1
196,Tap into the mighty potential of this small device. Our researchers have changed the pace of detecting antibodies to save lives.,45.01,8042,51,0.0,0.0,0.0,51,17.0,Twitter,1,Lab Chip Graphic,1,Lab on a Chip Graphic | June 2021 ,1,Lab on a Chip | June 2021,1,Link clicks,1,Website traffic,1
197,"Tapping business plan tips, a network of mentors, and serious seed funding are just some of the resources SMU students have at their fingertips.",7.69,12909,181,0.0,0.0,0.0,181,134.0,Twitter,1,Innovation General Ad,1,"Dallas Geographic Area, Entrepreneurship, Higher Ed",3,Innovation Editorial | June 2022,1,Link clicks,1,Website traffic,1
198,Tapping in to a small device's big possibilities. Lab on a Chip is an antibody test that could revolutionize medical response to future crises.,174.09,28625,129,0.0,22756.0,0.0,64,129.0,"facebook, instagram, unknown",3,Lab on a Chip Image,1,Lab on a Chip Image,1,Lab on a Chip Image,1,"Link clicks, Missing Value",2,Missing Value,1
199,Tapping into SMU’s Innovative Ecosystem,925.8199999999999,105291,551,0.0,0.0,0.0,592,0.0,LinkedIn,1,"Dallas Geographic Area (photo)_196239226, Entrepreneurship (photo)_Innovation General Ad, Higher Ed Audience (photo)_196237656",3,"Dallas Geographic Area (photo), Entrepreneurship (photo), Higher Ed Audience (photo)",3,Innovation Editorial | June 2022,1,Missing Value,1,Website visits,1
200,"Thanks to the generous support for our community, challenges and matches give you the opportunity to maximize your impact. Find your cause, then check out the list of day-long challenges to participate and show the world what Mustangs can do in one day.",200.74,20207,83,0.0,13572.0,0.0,25,83.0,"facebook, instagram",2,Challenges - Copy; Challenges;,1,Challenges - Copy; Challenges;,1,Challenges - Copy; Challenges;,1,Missing Value,1,Missing Value,1
201,"The Garry Weber End Zone Complex will anchor Ford Stadium’s south bowl and increase the functionality, efficiency and overall experience of Mustang football for student-athletes and fans.",9.51,497,21,0.0,0.0,0.0,77,5.0,Twitter,1,Ad 5,1,Dallas Geographic Area | January 2022,1,Content_Traffic_January_2022,1,Link clicks,1,Website traffic,1
202,The North Texas Center for Mobility Technologies is intended to strengthen the universities’ capabilities in the transportation sector and to attract mobility technology companies to the region.,2.1500000000000004,548,5,0.0,521.0,0.0,4,5.0,facebook,1,Transportation Mobility Innovation,1,Transportation Mobility Innovation,1,Transportation Mobility Innovation,1,Missing Value,1,Missing Value,1
203,The Ultimate DIY Challenge,1500.0,218956,212,0.0,0.0,0.0,212,0.0,LinkedIn,1,"Higher Ed Influencers-Targeted_Baby Supercomputer - Targeted, Tech Audience-Targeted_Baby Supercomputer - Targeted",2,"Higher Ed Influencers-Targeted, Tech Audience-Targeted",2,July 2022 Editorial - Baby Supercomputer,1,Missing Value,1,Brand awareness,1
204,The finding could lead to new treatments for the disease that affects nearly 6 million Americans.,219.68,24338,482,0.0,0.0,0.0,505,282.0,Twitter,1,Alzheimer's Treatment,1,Alzheimers Drug Research,1,Higher Ed Influencers | July 2021,1,Link clicks,1,Website traffic,1
205,The idea for ChemGen arose when a team of SMU researchers were trying to find compounds that can reverse chemotherapy failure.,198.11999999999998,13279,117,0.0,0.0,0.0,117,33.0,Twitter,1,ChemGen V3,1,ChemGem | May 2021,1,May Higher Ed Stories | May 2021,1,Link clicks,1,Website traffic,1
206,"The idea for ChemGen arose when researchers were trying to find compounds that can reverse chemotherapy failure. Using computational routines, ChemGen mimics chemical reactions in a lab, cutting time and labor-related expense required to find the drug for a desired outcome.",80.18,3640,36,0.0,0.0,0.0,36,6.0,Twitter,1,ChemGen Round 2,1,ChemGem | May 2021,1,May Higher Ed Stories | May 2021,1,Link clicks,1,Website traffic,1
207,"The new home for SMU soccer, track, field and cross-country teams was made possible by enthusiastic Mustang donors and fans, led by a $5M gift from Heather and Ray W. Washburne ’84.",500.01,28659,438,0.0,0.0,0.0,445,243.0,Twitter,1,Ribbon Cutting | SMU followers | April 2022,1,SMU followers | April 2022,1,Washburne Dedication - April - 2022,1,Link clicks,1,Website traffic,1
208,The project focus is on the transmission of tuberculosis however its broader societal impacts include potential applications to other infectious diseases such as influenza and COVID-19.,145.75,23524,729,0.0,22730.0,0.0,99,729.0,"facebook, instagram",2,NSF Grant,1,NSF Grant,1,NSF Grant,1,Missing Value,1,Missing Value,1
209,The soon-to-be expanded and renovated Cox School of Business facilities will lay the foundation for a new era in business education in North Texas. Students will graduate ready to contribute to businesses of all sizes – in Dallas and beyond.,1208.45,150028,1277,0.0,0.0,0.0,1283,427.0,Twitter,1,"Ad 3, Ad 4",2,"Dallas geographic area, Higher Ed Influencers",2,Cox Groundbreaking | May 2022,1,Link clicks,1,Website traffic,1
210,"The technology uses automated software to precisely identify ocular diseases including age-related macular degeneration, a leading cause of visual impairment in the world.",99.39,8591,63,0.0,0.0,0.0,63,19.0,Twitter,1,Ad 1 February 2022,1,Higher Ed Influencers | February 2022,1,Content_Traffic_February_2022,1,Link clicks,1,Website traffic,1
211,Their research was personal: both SMU researchers lost grandparents to the disease.,3552.7200000000003,530305,38163,0.0,475385.0,0.0,1868,37980.0,"Twitter, facebook, instagram, unknown",4,Ad 6,1,"Ad 6, Higher Ed Influencers",2,"Ad 6, Higher Ed Blitz_Wave 1",2,"Link clicks, Missing Value",2,"Missing Value, Website traffic",2
212,"There she goes again. Neha Husein '19 was selected as the first winner of the WEDallas inaugural pitch competition, a decision that completed a two-month cohort for women entrepreneurs.",898.08,141815,1074,0.0,62701.0,0.0,874,576.0,"Twitter, facebook, instagram, unknown",4,"Ad 2 February 2022, Ad 2 February 2022;...and 3 more ads",2,"Ad 2 February 2022;...and 3 more ads, Higher Ed Influencers | February 2022",2,"Ad 2 February 2022;...and 3 more ads, Content_Traffic_February_2022",2,"Link clicks, Missing Value",2,"Missing Value, Website traffic",2
213,Thinking Inside the Box,992.22,161225,169,0.0,0.0,0.0,169,0.0,LinkedIn,1,"Higher Ed Influencers - Broad_Baby Supercomputer - Broad, Technology Audience-Broad_Baby Supercomputer - Broad",2,"Higher Ed Influencers - Broad, Technology Audience-Broad",2,July 2022 Editorial - Baby Supercomputer,1,Missing Value,1,Brand awareness,1
214,"This is our moment to join the highest rank of universities. With your support, we will expand graduate and doctoral fellowships to encourage students to excel and develop into experts who are leaders in their fields.",38.599999999999994,7042,20,0.0,0.0,0.0,20,7042.0,Twitter,1,Enrich Pillar Overview,1,"Dallas Geographic Area, Higher Ed Influencers, SMU Page Followers",3,SMU Ignite Kickoff and Pillar Promo,1,Impressions,1,Reach,1
215,This isn't Nessie but a prehistoric twin. A team of researchers has discovered the evolutionary development of the long-necked plesiosaur.,194.55,35714,1004,0.0,33659.0,0.0,414,1004.0,"facebook, instagram, unknown",3,Reptile Skull | Higher Ed | September 2021,1,Reptile Skull | Higher Ed | September 2021,1,Reptile Skull | Higher Ed | September 2021,1,"Link clicks, Missing Value",2,Missing Value,1
216,This partnership between SMU and DISD creates a long-term investment in the DFW community.,1952.24,623583,3260,0.0,534547.0,0.0,1033,3192.0,"Twitter, facebook, instagram, unknown",4,"Ad 4 February 2022 - 1, Ad 4 February 2022;...and 3 more ads",2,"Ad 4 February 2022;...and 3 more ads, Higher Ed Influencers | February 2022",2,"Ad 4 February 2022;...and 3 more ads, Content_Traffic_February_2022",2,"Link clicks, Missing Value",2,"Missing Value, Website traffic",2
217,This program will break financial barriers to college entry and graduation – first for academically talented Texas students.,91.07000000000001,22008,142,0.0,0.0,0.0,144,37.0,Twitter,1,Ad 7,1,Higher Ed Influencers,1,Access SMU Wave 1 ,1,Link clicks,1,Website traffic,1
218,Thousands of Texas students were missing from pre-K and kindergarten classrooms because of the pandemic. We're helping develop quick assessments for teachers to get them on track.,134.73000000000002,15730,297,0.0,14930.0,0.0,58,297.0,"facebook, instagram, unknown",3,One Minute Test | Higher Ed Stories | May 2021,1,One Minute Test | Higher Ed Stories | May 2021,1,One Minute Test | Higher Ed Stories | May 2021,1,"Link clicks, Missing Value",2,Missing Value,1
219,Three elite runners were invited to SMU to run on the world’s fastest treadmill to examine the differences between running fast and running far (but still pretty fast).,1.21,46,6,0.0,0.0,0.0,6,3.0,Twitter,1,Ad 7,1,Higher Ed Influencers,1,Higher Ed Blitz_Wave 1,1,Link clicks,1,Website traffic,1
220,Three elite runners were invited to run on the world’s fastest treadmill — at our Locomotor Performance Laboratory directed by Dr. Peter Weyand— to examine the differences between running fast and running far (but still pretty fast).,721.49,72281,1467,0.0,28576.0,0.0,740,1126.0,"Twitter, facebook, instagram, unknown",4,"Olympic Runners | August Higher Ed | August 2021, Weyand Research",2,"Frosty the Seismometer | August 2021, Olympic Runners | August Higher Ed | August 2021, Weyand NYT | August 2021",3,"Higher Ed Stories | August 2021, Olympic Runners | August Higher Ed | August 2021",2,"Link clicks, Missing Value",2,"Missing Value, Website traffic",2
221,"Through their recent gift, Elisabeth Martin Armstrong ’82 and William D. Armstrong ’82 are supporting ongoing teaching and research initiatives within the SMU Dedman College of Humanities and Sciences.",120.36,45262,73,35650.0,0.0,187.0,99,45262.0,Twitter,1,Armstrong Dedman Gift Announcement,1,Texas/OK University Cities - Broad,1,Armstrong Dedman Gift Oct. 2022 | Awareness | Ignited | Broad,1,Impressions,1,Reach,1
